# Model: wabs(mekal) for r5000-50 spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src%  chisq    dof
MACS_J0159.8-0849           3265   0.01   1.16  2.01  0.00  0.00  8.61  7.64  9.83  0.30  0.15  0.45   3.27e-03   3.15e-03   3.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.277   94.4   1.12    139
MACS_J0257.6-2209           3267   0.02   1.36  2.02  0.00  0.00  8.09  7.21  9.19  0.41  0.23  0.60   2.23e-03   2.14e-03   2.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.215   90.5   1.13    135
MACS_J0404.6+1109           3269   0.02   1.12 14.96  0.00  0.00  6.90  5.61  8.91  0.22  0.00  0.49   8.09e-04   7.46e-04   8.72e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3548  0.062   80.2   0.96     47
MACS_J0417.5-1154           3270   0.01   0.89  5.37  0.00  0.00  9.82  8.44 11.71  0.40  0.20  0.61   3.45e-03   3.29e-03   3.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.282   96.6   1.13    105
MACS_J0451.9+0006           5815   0.01   0.93  7.65  0.00  0.00  5.76  4.65  7.53  0.47  0.09  0.93   1.20e-03   1.07e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4300  0.091   89.3   1.03     32
MACS_J0825.5+6157           3198   0.01   1.10  4.16  0.00  0.00 31.45  7.00 79.90  1.94  0.00 332.19   1.52e-04   0.00e+00   2.38e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5420  0.012   49.3   1.04     10
MACS_J1131.8-1955           3276   0.02   1.50  4.49  0.00  0.00  8.64  7.61  9.96  0.49  0.30  0.68   3.51e-03   3.36e-03   3.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.338   91.7   1.07    135
MACS_J1206.2-0847           3277   0.01   1.08  4.15  0.00  0.00  9.98  8.97 11.25  0.32  0.18  0.45   3.81e-03   3.69e-03   3.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.304   95.7   1.02    173
MACS_J1226.8+2153           3590   0.02   1.08  1.82  0.00  0.00  4.86  3.78  6.44  0.00  0.00  0.28   6.32e-04   5.66e-04   7.00e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3700  0.043   78.0   1.32     26
MACS_J1311.0-0310           3258   0.01   0.83  2.18  0.00  0.00  6.15  5.22  7.46  0.70  0.38  1.06   1.11e-03   1.01e-03   1.21e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.088   92.0   1.09     43
MACS_J1824.3+4309           3255   0.01   0.68  4.52  0.00  0.00  4.13  3.12  6.00  0.76  0.01  2.90   2.63e-04   1.62e-04   3.34e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4870  0.019   78.2   0.52      9
MACS_J2211.7-0349           3284   0.02   1.89  5.86  0.00  0.00 11.13  9.98 12.58  0.18  0.04  0.32   6.04e-03   5.86e-03   6.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.567   93.1   1.33    207
MACS_J2245.0+2637           3287   0.02   1.19  5.50  0.00  0.00  6.05  5.49  6.71  0.64  0.44  0.85   2.54e-03   2.41e-03   2.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.242   92.9   0.78    113
